median_income,h3
65777.38,842640dffffffff
99766.8,8426c87ffffffff
68906.31,8426cbdffffffff
80206.74,8426645ffffffff
82823.46,84274dbffffffff
95498.17,8427593ffffffff
63155.24,84274d1ffffffff
68436.25,842661bffffffff
69875.47,8426561ffffffff
87104.91,8426567ffffffff
93472,84268cdffffffff
91799.36,84275d7ffffffff
86289.53,8427527ffffffff
0,842913dffffffff
36599.57,8429801ffffffff
50594,8428007ffffffff
29974.52,842983bffffffff
16261.78,8429803ffffffff
14667.73,8429839ffffffff
6089.26,8429815ffffffff
51926.58,8429807ffffffff
5649.42,8429a51ffffffff
80153.07,8429899ffffffff
0,8429167ffffffff
95314.65,842830bffffffff
51818.65,8429b4bffffffff
86131,8429121ffffffff
104732,8429123ffffffff
41885.44,842889dffffffff
0,8428355ffffffff
32617.65,8429817ffffffff
55918.55,842983dffffffff
54497.07,8428f11ffffffff
113145.84,8428309ffffffff
38818,8429811ffffffff
0,8429a59ffffffff
83720.49,84291a7ffffffff
34141.37,842980bffffffff
0,842912bffffffff
60961.03,8428f37ffffffff
55315.11,8429a43ffffffff
82706.43,8429a57ffffffff
59990.45,8428883ffffffff
128895.21,8429125ffffffff
50860.32,842816dffffffff
45432.39,8428063ffffffff
48505.99,84281cbffffffff
61894.37,8429891ffffffff
43966.82,8428dc9ffffffff
0,8428dedffffffff
39819.87,8428c63ffffffff
71291.21,842888bffffffff
84366.4,842834dffffffff
42196.82,8428c29ffffffff
46964,8428de9ffffffff
62607.65,8428d17ffffffff
34781.2,842981dffffffff
53622.96,8428313ffffffff
0,842912dffffffff
54143.49,8428d3bffffffff
112440.63,8428d55ffffffff
67225.13,8429897ffffffff
40481,8428c35ffffffff
95136.96,8428301ffffffff
59052.55,84291a5ffffffff
60998.74,8429a99ffffffff
33211.19,8429a65ffffffff
36145.86,8429b59ffffffff
57053.84,8428a8dffffffff
52722.96,8428aa9ffffffff
54579.26,8428ae3ffffffff
39337.29,8428a85ffffffff
52891.02,8428a81ffffffff
46787.96,8428a87ffffffff
52048.31,84281b7ffffffff
45616.15,8428f51ffffffff
58218.78,8428f5dffffffff
56737.52,8428f41ffffffff
55881.42,8428f45ffffffff
66099.6,8428f47ffffffff
64077.74,8428f43ffffffff
35405.29,84289b9ffffffff
40165.07,84289bbffffffff
43430.41,8428983ffffffff
63068.86,84298cbffffffff
59698.65,8428887ffffffff
68193.02,8428881ffffffff
60750.62,84298d3ffffffff
45372.76,8428c61ffffffff
55754.67,84299adffffffff
56182.01,8429985ffffffff
60429.01,84299a9ffffffff
62691.28,84299e7ffffffff
61284.64,84299e3ffffffff
39621.15,8429ae3ffffffff
53352.92,84288cbffffffff
53852.42,84288c3ffffffff
44970.49,8428ab7ffffffff
53627.18,84288ddffffffff
44153.54,84288d9ffffffff
58676.3,84288d5ffffffff
45704.66,8428ab5ffffffff
50754.05,8428895ffffffff
73288.45,8429b65ffffffff
45848.98,8429b67ffffffff
41433.6,84281bbffffffff
46133.3,84281b1ffffffff
97153.82,8429a0bffffffff
55720.84,8428f3dffffffff
64185.07,8428f39ffffffff
75560.24,8428f07ffffffff
39534.76,8429a83ffffffff
47850.4,84281c3ffffffff
36842.09,84281c7ffffffff
41854.23,84281c5ffffffff
45087.93,84281c1ffffffff
46446.52,8428f57ffffffff
47716.89,84281b9ffffffff
43343.82,8429a95ffffffff
55580.88,8429abbffffffff
34767.82,8429969ffffffff
35068.48,8429961ffffffff
23845.46,8429965ffffffff
31043.66,842996dffffffff
56590.94,842892dffffffff
54044.4,8428929ffffffff
43230.53,8429ae5ffffffff
47358.11,84281a7ffffffff
50915.68,84281a3ffffffff
64127.5,8428f49ffffffff
48404.68,8429931ffffffff
45435.72,842993dffffffff
54081.17,8429935ffffffff
47867.82,8429939ffffffff
43834.11,842833bffffffff
35710.8,8429b17ffffffff
37618.08,8429b15ffffffff
39134.25,8429b3bffffffff
56332.69,842896bffffffff
43682.16,8428947ffffffff
54093.03,8428945ffffffff
55035.37,8428963ffffffff
49128.26,842890dffffffff
51957.6,8428941ffffffff
56505.62,8429b4dffffffff
33456,8428ab1ffffffff
41664.53,8428ab3ffffffff
42391.38,8428ab9ffffffff
40388.02,8428abdffffffff
53883.72,8428abbffffffff
49287.67,8428b19ffffffff
55165.59,84289b7ffffffff
51967.35,8428369ffffffff
50118.88,8429a97ffffffff
60160,842982bffffffff
60160,8429821ffffffff
60406.58,8429829ffffffff
60163.47,842982dffffffff
60980.75,8429805ffffffff
59554.2,8429823ffffffff
53854.28,842995bffffffff
52954.76,8429953ffffffff
54241.08,8429827ffffffff
56269.18,84299c9ffffffff
58152.33,8429825ffffffff
59918.27,8429835ffffffff
42257.04,8429831ffffffff
64765.35,8429867ffffffff
53478.59,8428905ffffffff
32336.56,8428a05ffffffff
30096,8428a67ffffffff
32952.2,8428a29ffffffff
30096,8428b5bffffffff
30096,8428a63ffffffff
50173.92,8428a65ffffffff
66046.09,8428a61ffffffff
37446.25,8428a6bffffffff
35621.99,8428b59ffffffff
39934.22,8428a0dffffffff
41472.09,8428b53ffffffff
30377.52,8428b51ffffffff
51191.33,8428b5dffffffff
35898.49,8428a2dffffffff
66108.37,84299b3ffffffff
40613.25,8428b55ffffffff
51764.58,8428a47ffffffff
47262.81,8428123ffffffff
49878.9,842812bffffffff
68564.48,8428121ffffffff
56830.61,8428129ffffffff
56396.2,8429957ffffffff
52490.43,842990bffffffff
43390.48,8429955ffffffff
53036.51,842991dffffffff
49423.25,8428855ffffffff
77194.72,8428d47ffffffff
60992.02,8428d45ffffffff
72697.22,8429a9bffffffff
40194.89,8429a6dffffffff
52433.58,84281edffffffff
42556.65,84281e5ffffffff
58521.37,84281e1ffffffff
45291.3,84281e7ffffffff
57881.1,84288a1ffffffff
57874.88,8428885ffffffff
55553.51,84288abffffffff
53540.18,84288adffffffff
53611.67,84288a9ffffffff
54455.88,842991bffffffff
54215.5,8429919ffffffff
56334.07,8429911ffffffff
57067.71,8429913ffffffff
58553.76,8428b2dffffffff
57383.21,8428b21ffffffff
58358.43,8428337ffffffff
48648.02,8428f65ffffffff
47487.28,84288dbffffffff
40194.88,8429945ffffffff
48108.56,84289abffffffff
50809.56,84289a9ffffffff
48058.36,84289a1ffffffff
55197.91,84289e3ffffffff
51049.71,84289e7ffffffff
56708.26,8428985ffffffff
35800,84289cbffffffff
35800,84289c3ffffffff
36500.7,8428837ffffffff
35726.13,8428835ffffffff
40071.85,8428989ffffffff
36419.65,84289c9ffffffff
37622.07,84289c7ffffffff
35983.69,84289ddffffffff
36117.54,84289c1ffffffff
43978.4,8428823ffffffff
38875.91,84289d5ffffffff
48973.18,8428827ffffffff
35016.17,8428831ffffffff
61156.26,842898dffffffff
48079.14,842883dffffffff
53867.09,8428f17ffffffff
64668.81,8429ab7ffffffff
62328.81,8429ab9ffffffff
43374.33,8429a69ffffffff
36018.96,8429a61ffffffff
39912.64,84298e9ffffffff
39823.1,84298ebffffffff
39685.65,84298c5ffffffff
58882.29,84298cdffffffff
40000.54,8429813ffffffff
46322,8429819ffffffff
50931.38,842981bffffffff
47352.54,8428111ffffffff
38744.23,8428115ffffffff
46695.86,842811dffffffff
44548.05,8428103ffffffff
45998.96,8428139ffffffff
62560,8429863ffffffff
67303.32,842980dffffffff
67469.63,8429861ffffffff
84527.42,842986bffffffff
45641.06,84289adffffffff
41881.48,84289a5ffffffff
42279.69,84289a7ffffffff
64445.78,8428b69ffffffff
55730.24,84288d7ffffffff
60700.09,8428889ffffffff
63554.24,8429b49ffffffff
60627.95,84298d1ffffffff
59753.21,84298d7ffffffff
44812.67,8429b41ffffffff
56568.13,84289b5ffffffff
38962.26,8429b09ffffffff
36639.61,8429b47ffffffff
36412.59,8429b43ffffffff
43465.82,8429b0dffffffff
54681.02,8428b29ffffffff
53982.46,8428b67ffffffff
71679.6,8428d1dffffffff
40425.51,8428991ffffffff
30368.01,8429b57ffffffff
35226.33,8429b53ffffffff
33789.13,8429b19ffffffff
41688.84,8429b1dffffffff
32648.65,8429b55ffffffff
35785.88,8429b51ffffffff
40799.75,8429b11ffffffff
46423.48,8429b0bffffffff
49570.25,8429a25ffffffff
65561.59,8428921ffffffff
54075.44,8428925ffffffff
54644.28,8428927ffffffff
75476.18,8428923ffffffff
67207.01,8429865ffffffff
44198.35,8429b33ffffffff
57523.37,8429a9dffffffff
46483.46,8429a8bffffffff
56308.34,8428d6bffffffff
65137.09,8428d0dffffffff
47720.88,8428d63ffffffff
46356.28,8428d05ffffffff
67595.03,8428d69ffffffff
54571.3,8428143ffffffff
54646.57,8428147ffffffff
60899.63,8428f29ffffffff
123749.55,8429a19ffffffff
45664.78,8429a81ffffffff
52421.94,8429a85ffffffff
53705.16,8428f67ffffffff
44637.37,8428185ffffffff
60300.55,8429995ffffffff
56984.34,842998bffffffff
58385.92,84299ebffffffff
54457.02,84299c5ffffffff
59542,84299c7ffffffff
55289.29,8429981ffffffff
59872.18,842999dffffffff
55442.28,8429987ffffffff
55165.43,8429983ffffffff
49519.35,84299abffffffff
54952,842998dffffffff
64718.18,8429989ffffffff
68426.33,84299d7ffffffff
72132.13,8429991ffffffff
49322.9,8428d53ffffffff
56896.13,8428d19ffffffff
58887.14,8428f15ffffffff
69094.49,8428d57ffffffff
49686.64,8428109ffffffff
47159.47,842810dffffffff
57211.01,8429a17ffffffff
42597.19,8429943ffffffff
53056,8429947ffffffff
47805.3,8429909ffffffff
49877.23,842990dffffffff
69521.43,842994dffffffff
43174.96,842996bffffffff
54594.48,8429941ffffffff
61563.43,84298bbffffffff
62037,84298b9ffffffff
56776.29,84298b1ffffffff
46631.07,8428839ffffffff
32812.04,8429b5dffffffff
49351.12,84288d1ffffffff
57747.2,8428335ffffffff
66689.38,8428325ffffffff
65080.94,8428327ffffffff
64497.2,842989bffffffff
89683.62,8429a09ffffffff
52085.4,8428b2bffffffff
78024.92,8428f0bffffffff
50059.36,8428981ffffffff
34929.05,8428987ffffffff
80467.43,8429acbffffffff
69826.01,8429a03ffffffff
79879.38,8429a1dffffffff
74026.42,8428f09ffffffff
53330.23,8429b61ffffffff
85363.92,8428a6dffffffff
79002.56,8428a69ffffffff
55707.78,8429a3dffffffff
55914.92,8429a07ffffffff
72431.23,8428893ffffffff
63871.36,8428897ffffffff
38329.81,8429b31ffffffff
40039.46,8429b3dffffffff
67596.6,8429137ffffffff
56671.07,84281d5ffffffff
44200.56,8428189ffffffff
61547.77,84281ddffffffff
41257.99,8428995ffffffff
40929.14,842899dffffffff
41235.9,84289d1ffffffff
48490.34,8428159ffffffff
53213.45,8428151ffffffff
41249.58,8428065ffffffff
47877.15,842815bffffffff
65561.21,84288bbffffffff
54616.89,84288b3ffffffff
47273.66,84288b1ffffffff
37792.57,8429a89ffffffff
51087.23,8428c21ffffffff
50790.77,8428c23ffffffff
48825.51,8428c2bffffffff
49632.28,842986dffffffff
50488.95,8428d39ffffffff
49339.89,8428d3dffffffff
49313,8428d31ffffffff
65454.76,8428d15ffffffff
51124.31,8428d2bffffffff
58178.36,8428d23ffffffff
49313,8428d35ffffffff
45255.79,8428d07ffffffff
55174.62,8428f27ffffffff
47949.4,84288d3ffffffff
47571.88,8428f25ffffffff
52732.46,8428f21ffffffff
59537.85,842889bffffffff
52700.72,8428899ffffffff
48745.32,8428f2dffffffff
47519.89,8429b63ffffffff
53063.63,8429b6bffffffff
50060.73,8429ac7ffffffff
73897.22,8428841ffffffff
43778.01,842884dffffffff
42226.37,8428845ffffffff
55006.04,8428847ffffffff
63283.53,8429a13ffffffff
53089.97,8429ae9ffffffff
96833.04,8428a9dffffffff
71915.75,8428a99ffffffff
65611.46,8428a8bffffffff
39603.62,8428ad7ffffffff
55346.24,8428a83ffffffff
71437.59,8428a91ffffffff
62380.4,8428b43ffffffff
63473.11,8428b61ffffffff
63833,8428b41ffffffff
63833,8428b47ffffffff
59681.7,8428b4bffffffff
63833,8428b45ffffffff
56341.71,8428b0dffffffff
53552.52,8428b63ffffffff
51059.74,8428b4dffffffff
63846.28,8428b6bffffffff
59216.78,8428b09ffffffff
46368.35,8428b49ffffffff
56403.41,8428339ffffffff
51073.15,8428b3bffffffff
52076.93,8428b07ffffffff
49525.12,8428b3dffffffff
43288.22,8428b33ffffffff
45177.04,8428b17ffffffff
45530.91,8428b31ffffffff
54345.22,842886dffffffff
54266.78,8428b39ffffffff
51438.8,84289a3ffffffff
78368.34,8428961ffffffff
73457.7,8428969ffffffff
77732.51,842896dffffffff
68504.83,8428965ffffffff
40632.49,842898bffffffff
52779.07,842814dffffffff
48524.05,8428d67ffffffff
57416.14,84298c1ffffffff
71346.92,84298c9ffffffff
40249.26,8428135ffffffff
33019.28,8428ac9ffffffff
33540.84,8428acbffffffff
37948.33,8428137ffffffff
49973.91,8428317ffffffff
74296.21,8428315ffffffff
41523.79,8429809ffffffff
53078.11,8428c27ffffffff
61317.94,8428f63ffffffff
70835.49,8428f05ffffffff
50622.8,84288b7ffffffff
42904.88,8428029ffffffff
51506.32,842802bffffffff
42899.08,8429a6bffffffff
84843.01,8429a45ffffffff
60752.97,84299e5ffffffff
59763.72,84299edffffffff
62313,84299e1ffffffff
61490.49,84299e9ffffffff
59071.2,8429ab1ffffffff
69593.98,8429a91ffffffff
53674.15,8429b45ffffffff
68718.89,8429ab5ffffffff
42296.79,8428117ffffffff
49777,8428113ffffffff
68975.67,8428843ffffffff
52552.73,8428809ffffffff
54807.81,8428801ffffffff
45164.78,8429b21ffffffff
43615.64,8429b07ffffffff
48281,8429b01ffffffff
48281,8429b03ffffffff
48348.12,8429b39ffffffff
37228.55,842813bffffffff
61650.49,84299b1ffffffff
71930.82,84299bbffffffff
61735.96,84299b9ffffffff
57980.78,84299b7ffffffff
57051.38,8428f1dffffffff
43931.45,8428999ffffffff
53051.9,84288a5ffffffff
51491.94,842899bffffffff
43400.47,8428c69ffffffff
67841.11,8428367ffffffff
47192.83,8429963ffffffff
49887.31,8429905ffffffff
48885.13,8429901ffffffff
50608.9,8429929ffffffff
44919.05,8429967ffffffff
47583.52,8429903ffffffff
55166.85,842992dffffffff
52032.19,84289d3ffffffff
44577.31,8428149ffffffff
52796.91,842814bffffffff
41967.8,84289c5ffffffff
52781.98,84289ebffffffff
60354.36,8428b65ffffffff
38794.78,8428869ffffffff
47342.76,8428861ffffffff
41041.8,8428b13ffffffff
58371.65,8429895ffffffff
62463.57,842989dffffffff
57316.43,842833dffffffff
52202.71,8429907ffffffff
73295.32,842892bffffffff
42635.29,8428811ffffffff
44221.27,8428815ffffffff
43506.53,8428819ffffffff
51257.19,8428813ffffffff
52437.63,8428817ffffffff
41131.34,842881dffffffff
54333.81,8428d5bffffffff
43834,8428803ffffffff
46368.79,842883bffffffff
74169.85,8428b6dffffffff
47100.53,8428023ffffffff
41702.25,8428021ffffffff
75510.93,8428d41ffffffff
65047.73,8428d4dffffffff
63393,8428a57ffffffff
63393,8428a01ffffffff
63386.94,8428a51ffffffff
61669.5,8428a1dffffffff
54054.07,8428a03ffffffff
63393,8428a55ffffffff
63298.95,8428a19ffffffff
61180.25,8428a43ffffffff
56540.55,8428a5dffffffff
61710.66,8428a5bffffffff
63393,8428a53ffffffff
63393,8428a0bffffffff
49823.83,8428a07ffffffff
70280.91,8428125ffffffff
59002.19,8428a1bffffffff
56645.49,8428a09ffffffff
52091.51,8428a59ffffffff
47550.89,8428c6dffffffff
43826.67,842818dffffffff
51406.25,8428b01ffffffff
50356.44,8428b05ffffffff
55620.35,8428b0bffffffff
71122.51,8429b05ffffffff
80360.7,8429a93ffffffff
65681.49,8429a0dffffffff
119170.18,8428345ffffffff
71778.11,8429b69ffffffff
72586.56,8428d03ffffffff
55349.45,8429a3bffffffff
73195.02,8428361ffffffff
62978.12,8428363ffffffff
90307.93,8428329ffffffff
82493.62,8429135ffffffff
54211.64,8428b1dffffffff
49290.34,8428b11ffffffff
55789.39,8428f31ffffffff
51339.95,8428f35ffffffff
60919.49,8428f55ffffffff
47143.54,84281bdffffffff
49343.66,8428155ffffffff
37066,842995dffffffff
39261.42,8429951ffffffff
37139.09,8429959ffffffff
39929.32,8429b37ffffffff
50912.99,842994bffffffff
76461.92,8428305ffffffff
55286.4,8429a87ffffffff
59618,84299cbffffffff
59618,84299ddffffffff
60068.01,84299dbffffffff
59618,84298e7ffffffff
52603.71,84298e5ffffffff
62737.34,84299d1ffffffff
58914.53,84299d9ffffffff
78018.8,84298a9ffffffff
60657.09,8429885ffffffff
85345.89,84298adffffffff
59139.29,84298e3ffffffff
51961.4,84298e1ffffffff
59618,8429837ffffffff
64619.31,84299c3ffffffff
54518.14,84299c1ffffffff
66307.5,84299d5ffffffff
54620.82,842893dffffffff
73871.16,8428f03ffffffff
84838.75,8429a47ffffffff
98578.73,8428d43ffffffff
67750.28,8429ac5ffffffff
43458.54,84289cdffffffff
46109.72,8428913ffffffff
74325.22,8428307ffffffff
49561.45,84289dbffffffff
45430.23,8428333ffffffff
48054.74,842806dffffffff
40316.91,842886bffffffff
40415.14,8428b1bffffffff
43087.76,842881bffffffff
45735.61,8428aa5ffffffff
60347.86,84288cdffffffff
45976.59,8428aa7ffffffff
52209.92,84288a3ffffffff
50965.4,84288a7ffffffff
39515.5,8429833ffffffff
37750.46,84298edffffffff
47807.35,84288b9ffffffff
40176.38,8428997ffffffff
58307.42,8429917ffffffff
55697.76,842993bffffffff
52474.97,8429915ffffffff
77909.49,8428d5dffffffff
36008.93,8429a8dffffffff
50847.02,8429ab3ffffffff
40467.37,8428181ffffffff
56735.39,84281ebffffffff
48622.48,8428f19ffffffff
44658.51,84281c9ffffffff
42872.46,8428027ffffffff
58843.24,8429b29ffffffff
39689.68,8428061ffffffff
34319.88,8428067ffffffff
48683.35,8428851ffffffff
40464.57,8428959ffffffff
40138.6,842895dffffffff
42154.17,8428b37ffffffff
44641.85,8428b35ffffffff
47761.42,842894bffffffff
41467.41,8429b2bffffffff
54113.38,8429b23ffffffff
53551.02,8428ac5ffffffff
60714,8428a13ffffffff
60762.94,8428a11ffffffff
56462.77,8428aedffffffff
60062.82,8428ae7ffffffff
59957.79,8428a17ffffffff
60714,8428ae1ffffffff
60714,8428aebffffffff
56553.62,8428ac7ffffffff
60714,8428ae9ffffffff
53031.32,8428aadffffffff
52224.47,8428ae5ffffffff
52240.58,8428a15ffffffff
36364.94,8428acdffffffff
36131.38,8428ac1ffffffff
55635.96,8428c65ffffffff
65188.83,8428f33ffffffff
44039.26,8429a33ffffffff
39391.14,8429aedffffffff
58559.03,84298d9ffffffff
54983.41,84298ddffffffff
62567.55,8428365ffffffff
81194.36,8428d4bffffffff
62687.41,8428d49ffffffff
82710.88,8429abdffffffff
52003.06,8428005ffffffff
37338.68,8428ad9ffffffff
33876.41,8428ad1ffffffff
47000.66,8428133ffffffff
39778.04,8428adbffffffff
51904.7,8428187ffffffff
54749.96,8428807ffffffff
55010.6,8428805ffffffff
54339.65,842880dffffffff
56544.6,842882bffffffff
53275.99,8428821ffffffff
54620.94,8428993ffffffff
40565.06,84289d7ffffffff
44882.4,84288b5ffffffff
60555.15,8428a41ffffffff
44023.49,842891bffffffff
48211.58,8428825ffffffff
43358.57,842882dffffffff
41495.1,8428829ffffffff
58238.18,8429acdffffffff
68305.04,8428d59ffffffff
36967.57,8429a67ffffffff
56816.86,8429a63ffffffff
37559.65,8429b5bffffffff
37548.94,8429a29ffffffff
54841.42,84288e5ffffffff
56598.08,84288edffffffff
44241.44,8428833ffffffff
46707.92,84288e1ffffffff
72306.2,8428323ffffffff
68848.16,842894dffffffff
57883.11,8428b27ffffffff
63912.92,8428b25ffffffff
63898.03,8429ad3ffffffff
77631.73,8429ad1ffffffff
121350.16,842830dffffffff
87201.03,8428d09ffffffff
92938.74,8429addffffffff
39045.17,8428183ffffffff
65672.55,842893bffffffff
52674.13,8428931ffffffff
48544.13,8428939ffffffff
63354.84,8428935ffffffff
59452.15,8428891ffffffff
69690.71,8429ac3ffffffff
52031.42,84289edffffffff
54811.33,8428917ffffffff
55945.09,84299bdffffffff
53588.75,84299b5ffffffff
44870.3,84299a3ffffffff
52961.53,8429aebffffffff
35657.23,8429ae1ffffffff
38206.84,842818bffffffff
36943.24,842819dffffffff
46481.76,84281adffffffff
45288.96,84281a1ffffffff
50790.45,84281abffffffff
41259.91,84281a9ffffffff
42302.52,8428025ffffffff
31799.32,842802dffffffff
73651.72,842831dffffffff
63081.26,8428311ffffffff
60529.67,8428c25ffffffff
58092.07,8428f3bffffffff
40327.22,84281a5ffffffff
41523.26,8428ad3ffffffff
50890.23,8428907ffffffff
50764.73,8428901ffffffff
55715.27,84288c7ffffffff
43456.28,84298dbffffffff
74766.76,8428f6bffffffff
77884.61,8428f0dffffffff
45882.65,84281e3ffffffff
56330.03,8429933ffffffff
55108.88,8429937ffffffff
68136.95,8428d51ffffffff
66828.41,84281b5ffffffff
42647.85,84289d9ffffffff
67738.1,8429997ffffffff
127030.94,8428343ffffffff
116370.38,8428341ffffffff
61479.39,8429ac1ffffffff
77033.83,8429ac9ffffffff
50126.08,8428153ffffffff
43300.37,8428119ffffffff
47350.83,842815dffffffff
51201.61,8428d61ffffffff
48758.11,842810bffffffff
50616.89,8428069ffffffff
63213.17,8429847ffffffff
51201.25,8429a15ffffffff
45549.15,8428849ffffffff
55891.33,8428933ffffffff
51437.79,84289e5ffffffff
48041.74,8428b15ffffffff
53150.84,8428b03ffffffff
40501.13,84281cdffffffff
48592.21,8429a05ffffffff
109646.29,842836bffffffff
62284.49,8428169ffffffff
52169.38,842816bffffffff
53557.57,8429893ffffffff
51176.35,8428145ffffffff
75539.5,8429ad5ffffffff
65547.89,8428967ffffffff
82142.42,8428f01ffffffff
66321.8,8428d13ffffffff
61852.11,8428d11ffffffff
88173.79,8429a11ffffffff
79197.12,842832bffffffff
94498.21,8429ad9ffffffff
45663.19,8428857ffffffff
48938.22,84288ebffffffff
69540.09,842888dffffffff
86900.48,8428321ffffffff
52125.31,8429883ffffffff
41167.13,842806bffffffff
51575.08,8428f23ffffffff
51967.37,8428d29ffffffff
51499.73,8428d2dffffffff
43737.18,84288e9ffffffff
57210.95,84288c5ffffffff
54458.53,84298d5ffffffff
49941.23,842988bffffffff
41463.96,8429889ffffffff
46238.9,84289bdffffffff
50168.46,8428d65ffffffff
48795.39,8428c67ffffffff
52407.92,84288e3ffffffff
46815.75,8428c2dffffffff
40921.34,842880bffffffff
58913.79,8428a97ffffffff
45561.55,8428a95ffffffff
61814,84288e7ffffffff
59903.7,8428937ffffffff
43384.28,8428131ffffffff
49953.21,8428107ffffffff
45413.2,8429927ffffffff
44389.35,8428105ffffffff
45366.98,8428163ffffffff
69347.91,8428161ffffffff
42843.32,8428101ffffffff
53318.18,8429b2dffffffff
55103.17,8428d6dffffffff
43412.86,8428951ffffffff
42563.63,8428919ffffffff
46785.88,8428957ffffffff
44434.57,8428953ffffffff
44707.48,8428955ffffffff
66732.58,8429869ffffffff
40421.84,8429b13ffffffff
70917.53,8429845ffffffff
46219.32,842811bffffffff
32919.52,8428addffffffff
54943.79,8428915ffffffff
52480.33,8428903ffffffff
54817.45,8428f6dffffffff
47151.54,8428b23ffffffff
57428.12,8428949ffffffff
39190.83,8428d25ffffffff
52179.9,8428d27ffffffff
56833.92,8429b35ffffffff
64127.12,8429b27ffffffff
57276,8429949ffffffff
73382.28,8429b25ffffffff
64678.5,84281e9ffffffff
61450.89,8429aa1ffffffff
67994.1,8429aabffffffff
59755.25,8429aa7ffffffff
75625,8428357ffffffff
67625,84298bdffffffff
67571.81,8429887ffffffff
70714.61,84298abffffffff
40537.16,8429881ffffffff
69917.46,84298a3ffffffff
52328.62,84298b5ffffffff
91429.99,84298a1ffffffff
79731.61,8429993ffffffff
78919.75,84299d3ffffffff
89686.35,8428a45ffffffff
85307.27,842999bffffffff
77625,8429999ffffffff
91125.48,84298a5ffffffff
37735.02,8429859ffffffff
38387.56,8429a37ffffffff
59613.78,8428a93ffffffff
58411.08,8428a9bffffffff
53171.05,842984bffffffff
54011.45,8429849ffffffff
55295.18,8429a35ffffffff
46311.43,8428f69ffffffff
48274.53,84288bdffffffff
36154.68,8428943ffffffff
47376.54,842885dffffffff
48692.57,842884bffffffff
44213.83,8428909ffffffff
58080.1,8428d01ffffffff
58028.89,842832dffffffff
49057.04,8428911ffffffff
53179.82,842890bffffffff
53574.79,842891dffffffff
52870.96,8428157ffffffff
45030.66,84289b3ffffffff
40738.02,8428865ffffffff
40211.09,842895bffffffff
45597.34,8428863ffffffff
39957,8428867ffffffff
76303.76,8429127ffffffff
49493.96,8429a39ffffffff
46215.5,8428aa1ffffffff
48860.52,84288c9ffffffff
45631.02,8428aa3ffffffff
57781.73,842836dffffffff
57136.29,84288c1ffffffff
50933.78,8428f61ffffffff
64751.77,8429a31ffffffff
48702.47,84281b3ffffffff
68344.67,8428f2bffffffff
86386.95,8429b6dffffffff
144515.74,8428347ffffffff
46047.09,8429a21ffffffff
38039.43,8429a2bffffffff
41489.55,8429a2dffffffff
53272.46,8429a23ffffffff
53041.41,8428141ffffffff
55324.09,84289b1ffffffff
58816.04,8428d21ffffffff
63886,8429131ffffffff
41542,8428a27ffffffff
41542,8428a23ffffffff
41350.11,8428a2bffffffff
42011.03,8428a35ffffffff
41542,8428a25ffffffff
41542,8428a21ffffffff
44553.08,8428a3dffffffff
47973.09,8428a37ffffffff
57088.39,8428f4bffffffff
43324.91,8428195ffffffff
54145.86,8428331ffffffff
51053.92,8428b57ffffffff
33971.94,8428a89ffffffff
32119,8428ad5ffffffff
32119,8428ac3ffffffff
55499.38,8428127ffffffff
49085.82,8428f59ffffffff
54174,842984dffffffff
54174,8429b1bffffffff
54174,8429a27ffffffff
50765.56,8429841ffffffff
41042.22,842985dffffffff
40146.1,8429855ffffffff
40359.28,842985bffffffff
40150,8429851ffffffff
46277.52,8429853ffffffff
41631.73,8429aadffffffff
40363.51,8429843ffffffff
40087.34,8429857ffffffff
51785.38,8429aa5ffffffff
62670.6,8428165ffffffff
76364,8428167ffffffff
74756.68,842812dffffffff
48454,8428035ffffffff
52566,842992bffffffff
52400.05,8429921ffffffff
52275.59,8429925ffffffff
46134.19,8429923ffffffff
80098,8429a1bffffffff
50846,84298b7ffffffff
66714.4,8428a49ffffffff
50846.48,8428a4bffffffff
50846,84298b3ffffffff
49305.7,84289e9ffffffff
49058.04,84289e1ffffffff
57978.88,8429ad7ffffffff
90905.39,8428d0bffffffff
72554.44,8429aa3ffffffff
87808.4,8429a4dffffffff
51365.38,842813dffffffff
43359,84299a7ffffffff
43359,84299a1ffffffff
43359,84299a5ffffffff
35223,84298c7ffffffff
37247.98,842988dffffffff
48284.35,84298c3ffffffff
56613.14,8428f4dffffffff
49847,8428a39ffffffff
49847,842885bffffffff
49847,8428859ffffffff
49838.51,8428853ffffffff
49847,8428a3bffffffff
49847,8428a33ffffffff
49847,8428a31ffffffff
44486.41,8428aabffffffff
42730.36,8429ae7ffffffff
56711.46,8429aa9ffffffff
53199,84299cdffffffff
91101.48,8428303ffffffff
93583,84298a7ffffffff
93583,8428a4dffffffff
72044.55,8429a01ffffffff
121515.37,8429a55ffffffff
100344.81,8429a41ffffffff
56249.38,842b8a1ffffffff
0,842b8a5ffffffff
48492.52,842ab1dffffffff
60715.1,842ab57ffffffff
58930.45,842a349ffffffff
71090.36,842ab23ffffffff
0,842ab0bffffffff
90800.55,842aabdffffffff
0,842ab07ffffffff
67795.73,842ab39ffffffff
92921.42,842a15dffffffff
66410.41,842b9bbffffffff
57834.85,842b9b3ffffffff
15731.81,842ad5bffffffff
41381.22,842ab59ffffffff
66629.73,842b99bffffffff
116148.29,842a10bffffffff
0,842b999ffffffff
0,842ab01ffffffff
59716.9,842b8a7ffffffff
51625.86,842ad59ffffffff
59126.2,842b995ffffffff
